Ticker,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
a,-5.8632355889228505,4.056956453599971,-2.307706538700799,-3.6873316855344225,0.7923879445219708,1.9975909448339022,1.7478039351924615,0.6585519404031642,-1.0358957606581403,-2.5119751258036507,-2.041350715436364,1.7856866641780476,1.7149698159559146,-2.7585444623744664,0.7076402691688124
aa,-8.660235621648479,-4.259651289475569,2.854567527512032,-1.4452821010426629,-1.9898579436096664,-0.1876018972912985,-1.421738053474412,0.8296790990887105,2.357003329325329,0.04287405827154975,-2.654979600668862,-3.2190844413019697,0.6891103943969918,-0.8905128630978478,2.1857326508262944
aaba,4.5299313772118674,0.6413598873239703,-3.072256730566419,-3.037048790119436,-1.0765646966142353,-1.1738273474551006,0.4536055693043361,0.6814985586699558,0.6833098014112582,-1.8792689509595109,-0.038819781153323504,-1.3169758215083627,-2.6911855730269045,1.8930477150051006,-0.24221053063684012
aap,9.21792853459503,2.4888664902959454,-3.663017520518405,2.2832217425175427,-0.19390848311259581,-1.3354029337271545,-0.7036181788146633,0.2970914996083208,-1.77007586791334,2.689575679388275,-4.3596379510647765,-0.5046997877106522,-0.5795738549939312,0.5165192421810638,-0.5946785674518216
aapl,4.274214473625459,-0.9947084641010423,-5.83104527582696,1.4948674767007706,-1.6022535333722587,-1.5237425421536204,1.1031823616629475,1.254105229984401,0.31269160385573114,-0.5110978243207799,0.8450527367963276,0.9330603170198712,-2.522231089286214,2.4110034815368944,-0.7243696619474447
abb,-3.55803283353833,-2.4267793984915036,5.557004481676534,-3.452600325013129,-1.6704477636158934,2.3806492010762734,-3.0352183850777497,1.222541358221967,1.4725892482583092,-2.01066778345231,-0.5697743101060047,3.2404252004548253,-0.5220965001403394,1.255699871794997,3.0256305488075257
abc,9.067147406520375,-0.9987156381084421,-1.9012069456438148,-1.406438812304635,-0.17920580767434324,-1.2486394182652243,0.9974536530778692,0.194661383842759,-0.35981627594763493,-1.3370885648961828,-0.902231659152409,-0.009201725300567976,0.5587816309197798,-1.518069857547801,-0.15886821298927967
abev,5.641848640739048,-3.5398111135961545,0.031149710177869057,-0.3860728783547851,-1.022077608852591,0.7473641494078398,-3.3262318435092935,0.5269962423703606,2.365132669175295,-3.458683731590239,0.6541239256205404,0.7666066757425913,-1.1107833445619755,1.5345595783716224,2.836565396958153
abt,12.325429510934782,-1.0167436787590725,1.6262887221762814,-1.1035894167927174,-0.4641220956476089,-1.71450169964183,0.19731165894530034,0.28477070406169047,0.10165185701759766,-1.4369451178154753,-1.2712295554235313,0.2893572146201075,0.2264689485173182,-0.1701247714867655,-0.6352853277799142
abx,6.9289973194430585,-21.04114146051401,-2.759172477811194,9.025744320045286,-10.03836661094742,3.702089541337022,2.3933733523678478,-0.07686131100091072,-2.3087318323028825,2.061071987512768,0.6093172753360577,1.7374768939948169,2.5521011196191576,0.05141616336530243,0.1924552977739147
