Ticker,Cluster
klac,9
kmb,16
kmi,16
kmx,0
knx,0
ko,16
kr,16
kss,19
ksu,0
l,12
lamr,0
laz,18
lb,19
lbtya,12
lbtyk,12
ldos,12
lea,12
len,11
lfc,3
lh,16
lii,0
lkq,12
ll,19
lll,12
lly,16
lm,18
lmt,16
lnc,18
lng,4
lnt,16
low,12
lpt,17
lrcx,9
luk,18
lulu,19
luv,12
lvlt,0
lvs,0
lyb,0
m,19
ma,12
maa,17
mac,17
man,0
mar,0
mas,11
mat,12
mbi,13
mbt,3
mcd,16
mchp,9
mck,16
mco,12
mdc,11
mdlz,16
mdr,4
mdt,12
meli,0
met,18
mfc,18
mga,0
mgm,0
mhk,0
mkc,16
mlco,5
mlm,0
mmc,12
mmm,12
mo,16
mon,12
mos,3
mrk,16
mro,6
mrvl,9
ms,18
msci,12
msft,12
msi,12
mt,2
mtb,18
mtd,12
mtg,13
mtl,10
mtw,2
mu,9
mur,6
mxim,9
mygn,14
myl,12
nbl,6
nbr,4
ncr,0
ndaq,12
ne,6
nee,16
nem,1
nflx,5
nfx,4
nke,12
nlsn,16
nly,16
nnn,17
noc,12
nok,18
nov,6
nrg,16
nsc,12
ntap,9
ntes,5
ntrs,18
nuan,12
nue,0
nus,12
nvda,9
nvo,16
nvr,16
nvs,16
nwl,12
nxpi,9
nycb,12
o,17
oas,4
oc,0
odp,0
ohi,17
oi,0
oii,6
ois,6
oke,3
omc,12
on,9
orcl,12
orly,16
osk,0
oxy,6
paa,16
paas,1
pay,9
payx,12
pbct,12
pbr,15
pbr-a,15
pcar,0
pcg,16
pcln,12
peg,16
pep,16
pfe,16
pfg,18
pg,16
pgr,12
ph,0
phg,3
phm,11
pii,0
pkg,12
pkx,3
plce,19
pld,17
pm,16
pnc,18
pnr,0
pot,3
ppg,12
ppl,16
prgo,12
pru,18
psa,17
pten,4
ptr,3
pvh,19
pwr,0
px,12
pxd,4
qcom,12
qep,6
qvca,12
rad,0
rcl,0
rdc,6
rdn,13
rds-a,3
rds-b,3
re,16
reg,17
regn,14
rf,18
rgld,1
rht,9
rig,6
rio,2
rjf,18
rl,19
rmbs,9
rmd,12
rnr,16
rok,0
rop,12
rost,19
rrc,6
rs,0
rsg,16
rtn,16
ry,3
ryn,17
s,12
san,18
sanm,9
sap,3
sbac,16
sbux,12
scco,2
scg,16
schw,18
sdrl,6
sfun,5
shld,19
shpg,12
shw,12
sid,15
sig,12
sina,5
siri,12
sivb,18
six,16
sjm,16
skx,19
slb,6
slg,17
slm,18
sm,4
sne,3
snh,17
sni,12
snps,12
sny,3
so,16
soda,5
sohu,5
spg,17
spgi,12
spn,4
spr,0
spxc,0
srcl,16
sre,16
srpt,8
ssys,9
st,12
sti,18
stld,2
sto,6
stt,18
stwd,16
stx,9
stz,12
su,6
swk,0
swks,9
swn,6
syk,12
symc,12
syna,9
syy,16
t,16
tap,16
tco,17
td,3
tdc,12
tdg,12
tdw,6
teck,2
tef,3
tel,12
ter,9
teva,16
tex,2
tgna,0
tgt,16
thc,0
tif,19
tivo,12
tjx,19
tkr,0
tm,12
tmo,12
tmus,12
tol,11
tot,3
tpr,19
tpx,0
trgp,6
trmb,0
trn,0
trow,18
trv,16
ts,6
tsco,19
tsla,5
tsm,12
tsn,16
tss,12
ttm,3
ttwo,12
tup,12
tv,3
two,16
twx,12
txn,9
txt,0
uaa,19
ual,14
udr,17
uhs,12
ul,16
ulta,19
un,16
unh,12
unm,18
unp,12
ups,12
urbn,19
uri,0
usb,18
usg,11
uthr,14
utx,12
v,12
vale,15
var,12
vc,12
vfc,19
viav,9
vlo,0
vmc,0
vmw,9
vno,17
vod,16
vrsk,16
vrsn,12
vrtx,14
vrx,14
vtr,17
vz,16
wab,0
wat,12
wba,16
wbc,0
wcc,0
wcg,12
wdc,9
wdr,18
wec,16
wfc,18
wft,4
whr,0
win,16
wll,4
wltw,16
wm,16
wmb,6
wmt,16
wpm,1
wpz,16
wrb,16
wsm,19
wtw,12
wu,12
wy,17
wyn,0
wynn,0
x,2
xec,4
xel,16
xl,12
xlnx,9
xom,3
xrx,12
yum,12
zbh,12
zion,18
