Ticker,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
a,-2.2759501385271106,-7.776400836995808,1.0128640360389376,-0.7771482927009936,-1.58099174754595,-0.80403362199431,3.0675422970232202,2.0853744138252415,-1.0123323180944384,-0.6270647586838085,-0.8964755300564834,-2.2342959540186604,-0.10931103211508064,0.43071441529544946,-0.8225762888794053
aa,-11.25944083456169,1.4286973178644495,0.9267388055344261,4.79305680998447,-3.0764582000958196,-0.07219478769503461,-1.8012124537113237,1.9172164749653022,0.905171606073384,1.0989748286021426,-1.5151092078434432,-0.28855338484446313,-5.255683396480196,-3.4660893488210993,-1.5880298471879584
aaba,3.466417319601239,-3.7763326658141487,2.4627098708775925,-6.062448755171755,-4.086188245696914,0.17147262731831142,-2.93529429907097,1.1457515849971824,-0.3793118920670091,-2.682784302416959,2.066839212021232,4.224219210305079,0.6650574329849402,-1.622878482496855,0.15260034236459016
aap,10.140032522614021,-0.2742421007009272,0.6786272113056898,-3.9839043525863387,2.6123130909528576,-2.4888844384013074,-1.7574438514766453,-1.6485141681476532,4.926293876218015,-1.1952252956315652,-0.41335906285050705,1.0797349391019087,-1.0083873136665087,0.4574041321455567,-0.7005857327345415
aapl,4.796604582064576,2.337298144828282,3.0015170744689676,-4.320614245964339,-2.4617658146945645,-3.9050092881297043,1.621003568201195,0.5174918281526301,-0.16925445174956086,1.3009769680287226,-1.9025361192822148,2.8075302533771738,1.6150820376676305,0.963851720250719,-1.4208792086242277
abb,-2.9119238802558325,1.298494076757574,-2.342151098794359,6.954952937840057,-5.500504006690794,-0.2215390670656761,0.6512598279121875,1.3955081821368505,-1.2718320204610978,0.2570916478949644,-0.00024578981124930347,-1.9347081809635367,1.4767293234954664,0.23533230094078178,0.3403598413549542
abc,11.436524286036416,2.4104134630558787,-0.48363921978928304,-3.996542038551023,-1.2045713679798031,1.5657764478519993,0.2592377448196892,0.6762334745397035,-0.25110828046977873,-0.9465412253780747,0.6712207388570789,-0.2061125664011086,-2.0048805951226103,-0.9392219494462518,-0.6363488760321355
abev,3.115617713300785,6.925465476048761,-3.928626358108741,3.1621305235288513,-6.080563462840919,-1.7865428968828636,-8.71616123357605,4.363591538005771,-1.993132428387508,-2.8056006807616605,-2.415021030286508,-0.03984736586337094,5.726786521410149,6.363787395161775,-2.3672602363732116
abt,11.972740879923755,4.3319442783633715,-3.259917009481499,-1.0566154658508233,-2.0205357830590125,3.4402427461073852,-0.8976426436827408,1.5083826917094423,1.979227794503885,-2.3853450681653743,-0.6130166434064651,-0.41990147825062785,-1.137731248606335,0.9746526846173684,0.29823123523502953
abx,-9.598852485567475,42.170078497162635,21.18207416285356,1.0836931364571454,2.1485329581894077,0.22772931724557252,4.057253737723063,-1.027850861698659,3.1446101165094418,-2.3260538132024084,0.9422955769530047,0.3270813659306792,1.3744116174947192,-1.2200589836044926,-0.5025400531265996
