Ticker,Cluster_K20,Cluster_K30,Cluster_K40,Cluster_K50
cnq,9,0,1,18
cnx,14,0,1,18
cof,16,17,22,27
cog,7,0,33,2
col,1,2,10,26
coo,1,2,28,32
cop,9,0,0,38
cost,11,5,23,11
cp,2,2,32,26
cpa,1,2,5,26
cpb,11,5,23,11
cpn,11,5,31,45
cpt,5,13,11,5
cree,4,7,27,19
cri,8,11,29,37
crl,1,2,28,32
crm,4,29,4,10
crox,8,20,20,30
crus,4,7,27,19
crzo,7,16,33,28
cs,13,14,38,43
csco,1,2,30,20
csiq,6,3,19,8
csx,2,1,32,26
ctas,1,12,10,22
ctl,11,5,23,11
ctrp,17,25,12,14
ctsh,2,2,30,26
ctxs,4,29,30,10
cve,9,0,1,18
cvs,11,12,10,22
cvx,1,12,0,38
cxo,7,16,33,28
cy,4,7,27,19
cyh,2,1,14,33
d,11,5,31,45
dal,19,26,21,42
dan,0,21,16,48
db,13,14,38,43
ddr,5,13,11,5
de,2,27,32,26
deck,8,20,20,30
deo,11,12,23,44
df,11,12,10,22
dfs,2,2,22,27
dg,11,11,23,0
dgx,11,12,23,11
dhi,12,6,9,9
dhr,1,2,32,26
dis,1,2,5,22
disca,1,2,5,26
disck,1,2,5,32
dish,1,2,5,26
dks,8,20,29,37
dlr,5,13,11,5
dltr,11,11,29,0
dnb,1,12,10,22
dnr,7,16,33,28
do,9,0,1,38
dov,2,1,32,33
dox,11,12,5,44
dps,11,5,23,11
dpz,1,11,14,16
dre,5,13,11,5
dri,1,11,29,0
drys,14,23,35,21
duk,11,5,31,45
dva,11,12,23,44
dvn,9,0,1,38
dwdp,2,27,16,46
eat,1,11,29,0
ebay,1,2,30,32
eca,9,0,1,38
ecl,1,12,5,44
ed,11,5,31,45
edu,17,25,12,14
egn,9,0,1,2
ego,3,4,3,4
eix,11,5,31,45
el,1,11,5,32
emn,2,1,16,33
emr,2,2,32,26
enb,11,12,23,44
endp,1,22,28,32
enr,1,12,10,22
eog,9,0,1,18
epc,1,12,10,22
epd,11,5,31,44
eqix,1,29,14,32
eqr,5,13,11,5
eqt,9,0,1,2
eric,13,19,0,7
erj,2,2,32,26
es,11,5,31,45
esrx,1,12,5,44
ess,5,13,11,5
esv,9,0,1,38
ete,11,12,5,44
etfc,16,17,18,47
etn,2,1,16,33
etr,11,5,31,45
ev,16,17,22,27
ew,1,12,28,32
exc,11,5,31,45
exp,2,1,2,3
expd,1,2,32,26
expe,1,2,14,16
exr,5,13,11,5
f,2,1,32,33
fast,1,2,32,26
fcx,14,18,15,17
fds,1,2,5,32
fdx,2,2,32,26
fe,11,5,31,45
ffiv,4,7,27,10
fis,1,12,10,22
fisv,1,2,5,22
fitb,16,17,18,15
fl,8,20,29,37
flex,4,29,30,20
flir,1,2,32,26
flr,2,27,16,1
fls,2,1,16,33
flt,1,12,28,32
fmc,2,2,32,26
fmx,1,12,0,44
fnf,1,12,10,22
fnsr,4,7,36,34
fosl,8,20,20,30
fox,1,2,32,26
foxa,2,2,14,26
frc,11,12,10,22
frt,5,13,11,5
fslr,14,23,8,40
fti,9,0,1,18
ftnt,4,29,4,10
ftr,11,12,10,44
fwona,1,2,14,32
gd,1,2,10,26
ge,1,2,10,26
ges,8,20,20,37
gg,3,4,3,4
ggb,13,19,15,39
ggp,5,13,11,5
gild,15,22,6,13
gis,11,5,23,11
glw,2,2,30,20
gm,1,2,32,26
gme,8,11,29,0
gnw,16,9,18,15
gold,3,4,3,4
googl,1,2,28,32
gpn,1,2,5,32
gpor,7,16,33,28
gps,8,11,29,37
gra,2,1,16,1
grmn,1,2,5,32
gs,16,17,22,27
gsk,11,12,23,11
gt,0,21,16,1
gww,1,2,5,26
gxp,11,5,31,45
hain,1,2,5,32
hal,9,0,1,18
has,1,11,5,0
hban,16,17,18,15
hbi,8,11,29,37
hcn,5,13,11,5
hcp,5,13,11,5
hd,1,11,5,0
hdb,13,19,0,23
hes,9,0,1,18
hig,16,17,18,15
hl,3,4,3,4
hlf,1,11,14,16
hlx,7,16,33,28
hog,2,1,14,33
holx,1,2,28,32
hon,2,2,32,26
hp,7,16,33,28
hpq,1,2,30,20
hrb,1,2,10,22
hrl,11,5,23,11
hrs,1,2,32,32
hsbc,1,2,0,7
hsic,1,12,28,32
hst,5,13,11,5
hsy,11,5,23,11
htz,0,21,2,1
hum,1,12,28,22
hun,0,21,16,1
iac,1,2,28,32
iag,3,4,3,4
ibm,11,12,5,44
ibn,13,19,0,23
ice,1,2,10,22
idti,4,7,27,19
idxx,1,2,5,32
ilmn,15,22,6,13
incy,15,15,6,49
infy,1,2,0,23
ing,13,14,38,43
ingr,1,2,5,26
intc,1,2,30,20
intu,1,2,5,32
ions,15,15,6,49
ip,2,1,32,33
ipg,2,1,32,33
ir,2,1,32,33
irm,11,12,5,44
isrg,1,2,28,32
itt,2,2,32,26
itub,13,19,15,39
itw,2,2,32,26
ivz,16,17,22,47
jaso,6,3,19,8
jazz,15,15,6,13
jbht,1,2,32,26
jbl,4,7,27,19
jblu,19,26,21,42
jci,1,2,5,26
jcp,8,20,39,36
jec,2,1,16,33
jhg,16,17,18,47
jll,2,1,16,1
jnj,11,5,23,11
jnpr,4,7,27,19
jpm,16,17,22,15
jwn,8,20,29,37
k,11,5,23,11
kbh,12,6,9,9
kbr,0,27,16,1
key,16,17,18,15
kgc,3,4,3,4
kim,5,13,11,5
kkr,2,2,32,27
klac,4,29,30,20
kmb,11,5,23,11
kmx,2,11,14,16
knx,2,1,32,33
ko,11,5,23,11
kr,11,5,23,11
kss,8,11,29,0
ksu,2,1,16,33
l,1,12,10,22
lamr,2,1,32,33
laz,16,17,22,27
lb,8,20,29,37
lbtya,1,2,5,32
lbtyk,1,2,5,32
ldos,1,12,10,22
lea,2,1,32,33
len,12,6,9,9
lfc,13,19,0,23
lh,11,12,23,44
lii,2,1,32,33
lkq,1,2,32,26
ll,8,1,2,3
lll,1,12,10,22
lly,11,5,23,11
lm,16,17,22,47
lmt,11,12,23,22
lnc,16,17,18,15
lng,7,16,37,24
lnt,11,5,31,45
low,1,11,29,0
lpt,5,13,11,5
lrcx,4,29,30,20
luk,16,17,22,47
lulu,8,20,20,30
luv,19,26,21,42
lvlt,2,1,32,33
lvs,0,21,4,1
lyb,2,1,16,33
m,8,20,29,37
ma,1,2,14,32
maa,5,13,11,5
mac,5,13,11,5
man,2,1,16,47
mar,2,1,32,33
mas,12,6,2,3
mat,1,11,5,0
mbi,16,9,34,41
mbt,13,19,0,23
mcd,11,5,23,11
mchp,4,29,30,20
mck,11,12,28,44
mco,2,2,32,27
mdc,12,6,9,9
mdlz,11,5,23,11
mdr,9,0,1,18
mdt,1,12,10,22
meli,0,29,4,10
met,16,17,18,15
mfc,16,17,22,27
mga,2,1,32,33
mgm,0,21,2,1
mhk,2,1,2,3
mkc,11,5,23,11
mlco,17,25,12,14
mlm,2,1,32,33
mmc,1,12,10,22
mmm,1,12,10,26
mo,11,5,23,11
mon,1,12,5,26
mos,2,27,16,46
mrk,11,12,23,11
mro,9,0,1,38
mrvl,4,29,30,20
ms,16,17,18,15
msci,1,2,32,27
msft,1,12,5,44
msi,1,2,5,32
mt,13,18,15,17
mtb,16,17,22,27
mtd,2,2,32,33
mtg,10,24,7,12
mtl,14,18,17,29
mtw,0,21,24,48
mu,4,7,27,19
mur,9,0,1,38
mxim,4,29,30,20
mygn,1,22,28,13
myl,1,2,28,32
nbl,9,0,1,38
nbr,7,16,33,28
ncr,2,29,30,20
ndaq,1,2,22,27
ne,9,0,1,38
nee,11,5,31,45
nem,3,4,3,4
nflx,17,10,4,31
nfx,7,16,33,28
nke,1,11,29,0
nly,11,5,31,45
nnn,5,13,11,5
noc,1,12,10,22
nok,13,14,38,7
nov,9,0,1,18
nrg,11,12,10,44
nsc,2,2,32,26
ntap,4,29,30,20
ntes,17,25,4,14
ntrs,16,17,22,27
nuan,4,29,4,10
nue,2,27,16,46
nus,1,11,14,16
nvda,4,7,27,19
nvo,11,12,23,44
nvr,11,12,5,0
nvs,11,12,23,44
nwl,1,2,32,26
nxpi,4,7,27,19
nycb,1,12,10,22
o,5,13,11,5
oas,7,16,33,28
oc,2,1,2,3
odp,0,21,2,47
ohi,5,13,11,5
oi,2,27,16,46
oii,9,0,1,18
ois,9,0,1,18
oke,1,12,5,44
omc,1,2,5,26
on,4,7,27,19
orcl,1,2,30,32
orly,11,11,29,0
osk,0,21,2,1
oxy,9,0,1,38
paa,11,5,31,44
paas,3,4,3,4
pay,0,29,4,10
payx,1,12,5,22
pbct,1,12,10,22
pbr,13,19,15,39
pbr-a,13,19,15,39
pcar,2,1,32,33
pcg,11,5,31,45
pcln,1,29,4,16
peg,11,5,31,45
pep,11,5,23,11
pfe,11,12,23,44
pfg,16,17,22,15
pg,11,5,23,11
pgr,1,12,10,22
ph,2,1,16,33
phg,13,14,38,7
phm,12,6,9,9
pii,8,1,14,16
pkg,2,2,32,26
pkx,13,19,0,23
plce,8,20,29,37
pld,5,13,11,5
pm,11,5,23,11
pnc,16,17,22,27
pnr,2,1,32,33
pot,1,27,0,46
ppg,2,2,32,26
ppl,11,5,31,45
prgo,1,22,28,32
pru,16,17,22,15
psa,5,13,11,5
pten,7,16,33,28
ptr,13,19,0,23
pvh,8,20,20,37
pwr,2,1,32,33
px,1,12,5,44
pxd,7,16,33,28
qcom,1,2,30,20
qep,9,0,1,2
qvca,1,2,14,16
rad,2,1,32,33
rcl,0,21,2,47
rdc,9,0,1,18
rdn,10,24,7,12
rds-a,11,12,0,44
rds-b,11,12,0,44
re,11,12,10,22
reg,5,13,11,5
regn,15,15,6,35
rf,16,17,18,15
rgld,3,4,3,4
rht,4,29,4,10
rig,9,0,1,38
rio,13,18,15,17
rjf,16,17,22,27
rl,8,20,29,37
rmbs,4,7,27,19
rmd,1,12,5,32
rnr,11,5,23,11
rok,2,1,16,33
rop,1,2,32,26
rost,8,11,29,0
rrc,7,0,33,2
rs,2,27,16,46
rsg,11,12,10,22
rtn,11,12,10,22
ry,1,12,0,44
ryn,5,13,11,5
s,1,2,32,32
san,13,14,38,43
sanm,4,7,27,34
sap,1,2,0,7
sbac,11,12,5,44
sbux,1,11,29,0
scco,14,18,15,17
scg,11,5,31,45
schw,16,17,22,27
sdrl,9,0,1,18
sfun,17,25,12,14
shld,8,20,39,36
shpg,1,12,28,44
shw,1,11,5,0
sid,13,18,15,39
sig,2,11,14,16
sina,17,25,12,14
siri,1,2,14,16
sivb,16,17,22,27
six,11,12,5,44
sjm,11,5,23,11
skx,8,20,20,30
slb,9,0,1,18
slg,5,13,11,5
slm,16,17,22,27
sm,7,16,33,28
sne,1,2,0,27
snh,5,13,11,5
sni,1,2,5,26
snps,1,2,5,32
sny,1,12,0,7
so,11,5,31,45
soda,17,10,4,31
sohu,17,25,12,14
spg,5,13,11,5
spgi,1,2,5,22
spn,7,16,33,28
spr,2,1,32,33
spxc,2,1,16,33
srcl,11,12,5,44
sre,11,5,31,45
srpt,18,8,13,6
ssys,0,21,27,19
st,1,2,32,26
sti,16,17,18,15
stld,14,27,16,46
sto,9,19,0,38
stt,16,17,22,27
stwd,11,5,31,44
stx,4,29,30,20
stz,1,12,5,22
su,9,0,1,18
swk,2,1,32,33
swks,4,7,27,19
swn,9,0,1,2
syk,1,12,10,22
symc,1,2,30,20
syna,4,29,30,20
syy,11,5,23,11
t,11,5,23,11
tap,11,12,23,44
tco,5,13,11,5
td,1,12,0,44
tdc,1,29,30,20
tdg,1,2,5,26
tdw,9,0,1,38
teck,14,18,17,17
tef,13,19,38,7
tel,2,29,30,20
ter,4,7,27,19
teva,11,12,23,44
tex,0,21,24,48
tgna,2,1,2,47
tgt,11,11,23,0
thc,2,1,32,33
tif,8,11,29,37
tivo,1,29,30,32
tjx,8,11,29,0
tkr,0,21,16,1
tm,1,12,10,44
tmo,1,2,28,32
tmus,2,2,32,33
tol,12,6,9,9
tot,13,19,0,7
tpr,8,20,20,37
tpx,0,21,2,3
trgp,11,12,5,44
trmb,4,29,30,20
trn,0,21,16,48
trow,16,17,22,27
trv,11,12,10,22
ts,13,19,1,18
tsco,8,11,29,0
tsla,17,10,12,31
tsm,1,2,30,20
tsn,11,12,10,22
tss,1,2,5,32
ttm,13,19,16,23
ttwo,1,29,4,16
tup,1,2,14,26
tv,1,2,0,26
two,11,5,31,45
twx,1,2,5,26
txn,4,29,30,20
txt,2,1,16,33
uaa,8,20,20,30
ual,19,26,21,42
udr,5,13,11,5
uhs,1,2,28,32
ul,11,12,23,44
ulta,8,20,20,30
un,11,12,0,44
unh,1,12,28,22
unm,16,17,22,27
unp,2,2,32,26
ups,1,12,10,22
urbn,8,20,20,37
uri,0,21,24,48
usb,16,17,22,27
usg,12,6,9,9
uthr,15,22,28,13
utx,1,2,5,26
v,1,2,5,32
vale,13,18,15,39
var,1,2,28,32
vc,1,2,32,32
vfc,8,11,29,0
viav,4,7,36,34
vlo,2,27,16,33
vmc,2,1,2,3
vmw,4,29,4,10
vno,5,13,11,5
vod,11,12,5,44
vrsk,11,12,23,11
vrsn,1,2,28,32
vrtx,15,15,6,35
vrx,1,22,28,13
vtr,5,13,11,5
vz,11,5,23,11
wab,2,1,32,33
wat,1,2,32,26
wba,11,12,23,22
wbc,0,21,16,1
wcc,2,1,16,33
wcg,1,2,14,16
wdc,4,29,30,20
wdr,16,17,22,47
wec,11,5,31,45
wfc,16,17,22,27
wft,7,16,33,28
whr,2,1,2,3
win,11,5,23,44
wll,7,16,33,28
wltw,11,12,23,44
wm,11,12,10,44
wmb,9,0,1,38
wmt,11,5,23,11
wpm,3,4,3,4
wpz,11,5,31,44
wrb,11,12,10,22
wsm,8,20,29,37
wtw,1,11,29,0
wu,1,2,10,22
wy,2,1,32,26
wyn,2,1,14,33
wynn,0,1,4,1
x,14,23,25,21
xec,7,16,33,2
xel,11,5,31,45
xl,1,2,22,27
xlnx,4,29,30,20
xom,11,12,0,44
xrx,2,2,32,27
yum,1,11,5,0
zbh,1,12,10,22
zion,16,17,18,15
